"latitude","longitude","population","total_units","vacant_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","built_1939_or_earlier","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","bedrooms_5_or_more","owners","renters","median_household_income","mean_household_income","latitude.longitude","median_house_value"
33.724816,-117.198235,2017,1270,70,5.3,1.56,1.64,2.4,18.7,3.2,38.6,30.9,5.2,0.9,0,0,0,0,73.4,26.6,0,0,89,11,33382,40522,-3952.48891089976,158100
33.716026,-117.198912,2142,1573,89,4.8,1.57,1.22,0,0.8,1.4,2.5,52.4,31.9,9.1,1,1,0,14.8,67.8,16.6,0.8,0,75.3,24.7,29083,38289,-3951.48156416371,141400
33.677599,-117.190355,4232,1264,115,6.3,3.29,4.2,7.2,69.6,9.7,6.6,7,0,0,0,0,0,0,8.4,52.3,34.8,4.5,85.7,14.3,62163,75502,-3946.68978235765,223600
33.820183,-117.116456,3726,1016,230,6,3.72,4.32,3.7,6.9,17.4,18.2,36.4,8.9,7.1,0,1.4,0,2.3,18,66.5,10.2,3,83,17,75509,75740,-3960.89997423145,310900
33.770822,-117.250045,7385,2026,182,5.2,3.86,4.01,4.7,3.9,19.1,43.7,13.9,6.5,7.1,0,1.1,0,4.2,34.2,42.4,17.1,2.1,71.1,28.9,37500,44827,-3959.63039918699,155200
33.743686,-117.286849,4930,1476,114,5,3.18,3.89,6.5,8.5,10,32.7,18.6,15.4,3.6,3.6,1.2,1.4,10.2,29.9,46.3,10.8,1.3,54.3,45.7,36154,42042,-3957.69060458541,168100
33.787918,-117.291205,5738,1503,151,5.3,3.44,4.74,8,5.5,7,29.2,16.8,13.7,16.9,0.7,2.2,0,6.8,26.4,47.5,18.1,1.2,74,26,46333,62718,-3963.02561666119,269400
33.815406,-117.277169,9352,2356,182,5.1,4.09,4.02,2.2,2.5,27.4,17.5,22.1,24.6,3.6,0.2,0,0.6,7,33.6,41,16.9,0.9,58.6,41.4,39044,46511,-3965.77508426561,143800
33.675495,-117.338981,4703,1471,191,4.8,3.55,3.15,6.5,1.8,8.2,16.4,16.6,19,8.6,3.9,19,2.9,18.5,28.6,33.9,15.4,0.7,49.1,50.9,41667,51087,-3951.44826797059,203700
33.724382,-117.426312,6811,2178,81,6.8,3.69,3.59,2.8,33.6,59.6,3.3,0,0,0.7,0,0,0,0,1.3,42.2,46.9,9.6,92.6,7.4,95578,100444,-3960.12980273918,335300
33.67136,-117.393438,5394,1795,247,5.9,3.11,4.18,8.9,20.2,5.3,26.3,17.6,8.8,8.9,0,4,3.3,0,15.8,48.9,27.7,4.2,70.2,29.8,60357,74563,-3952.79671253568,277800
33.68525,-117.387859,5687,1699,95,6.8,3.72,4.86,0,19.4,55.3,21.8,0,2.5,0.6,0.5,0,1.5,1.6,2.1,38.9,49.6,6.2,84.9,15.1,82411,96768,-3954.23937737975,266700
33.569164,-117.192182,7606,2723,318,5.4,3.55,2.44,7.1,6.3,49.1,30,4.1,0.8,1.4,1.1,0,0,11.1,32,20.8,25.6,10.5,55.2,44.8,73272,83492,-3934.04357707585,321000
33.532781,-117.141348,3263,1074,26,6.3,2.96,4.07,0,16,42,32.6,9.4,0,0,0,0,0,0,3.1,58.2,31,7.7,66.5,33.5,97600,105229,-3928.07516852879,285500
33.531076,-117.118628,5597,1774,76,7.1,3.1,3.86,0.5,6.4,27.4,43.7,19.8,0,1,0,1.1,0,0.5,6.8,31.1,43.2,18.3,84.2,15.8,86320,97994,-3927.11361648373,365100
33.504429,-117.134944,4594,1749,188,4.1,2.7,2.95,7.7,0,11.8,56.6,17.7,5.1,1.1,0,0,0,22.1,50.1,23.2,4.6,0,28.3,71.7,51070,58444,-3924.53941466698,241200
33.493239,-117.133564,3842,1312,8,7.3,3.11,3.62,8.5,3.4,26.6,26.4,23.8,10.7,0,0.6,0,0,0,1.8,39.6,49.3,9.3,93.5,6.5,91047,101775,-3923.1824539738,462700
33.58913,-117.221391,7051,2035,205,7,3.37,3.92,20.9,47.9,18.5,7.5,2.8,0.5,0,2,0,0.3,4.1,15.5,25.4,26.6,28.1,63,37,81193,96968,-3937.36454107983,329900
33.586189,-117.205608,5127,2496,240,5.7,2.07,2.67,0,11.7,66,20,0,1,0.6,0,0.6,1.9,5.3,44.5,34.7,8.7,4.8,83.9,16.1,50778,66339,-3936.48970214791,311300
33.613969,-117.114239,3742,1205,46,7.1,3.96,4.01,71.4,20.4,0.6,7,0,0,0,0.7,0,0,0.9,0,20.4,44.6,34,83.1,16.9,98459,102635,-3936.67439920459,354900
33.554219,-116.995399,6792,2192,142,7.1,2.69,3.55,6.3,22.7,18.6,32.9,15.7,2.4,1.4,0,0,0,0.6,10,55.9,24.5,9,90.8,9.2,83015,109390,-3925.68924003838,614500
33.608791,-117.100421,8802,2822,295,7,3.68,2.97,25,67.9,7.2,0,0,0,0,0,0,0.4,7.4,1.4,22.1,44.7,24.1,71.4,28.6,75657,85980,-3935.60357540101,297400
33.591392,-117.103124,8148,2534,232,7.1,3.51,4.24,29.4,61.2,7.7,0.8,0.8,0,0,0,0,0,0,6.4,37.1,40.3,16.3,94.4,5.6,93939,98039,-3933.65694270861,304500
33.5464,-117.128958,7220,2539,162,6.6,2.83,3.08,11.2,57.9,25.9,2.6,2.4,0,0,0,0,0,0,13.2,45,26.5,15.3,86.2,13.8,76728,85985,-3929.2548766512,345700
33.503364,-117.07956,5906,1572,22,6.8,3.44,3.17,5.7,58.5,17,16.9,1.8,0,0,0,0,2.3,0.8,2.3,34.7,44.7,15.2,77.5,22.5,89018,107787,-3922.55911563984,469700
33.563215,-117.110318,8838,2313,293,7.5,3.68,4.27,19.7,65.8,6.7,5.3,2.5,0,0,0,0,0,0,2.1,31.7,38.9,27.2,79.9,20.1,96705,103663,-3930.59878175237,358000
33.472012,-117.084858,4214,1323,24,7.1,2.95,3.99,0,25.9,69.8,2.1,1.4,0,0.8,0,0,0,0,1.4,33.3,54.2,11.1,91.5,8.5,86442,96944,-3919.0657719943,371900
33.470723,-117.107977,8339,2573,183,6.1,3.11,3.25,34.4,7.3,49.5,1.8,3.7,0.7,1.4,1.1,0,0,4.7,17,43,20.5,14.7,71.7,28.3,65818,81232,-3919.68865925737,336500
33.459432,-117.091576,6574,1808,92,7.6,3.61,3.13,29.9,32.6,33.4,0.6,0.6,0,2.9,0,0.2,0,0.2,2.8,27.5,48.9,20.6,91.1,8.9,103182,115176,-3917.81762494483,357100
33.464459,-117.126506,5011,1627,130,6.2,3.13,3.17,0,3.4,27.5,58.8,9.1,0,1.2,0,0,2.9,0,9.5,44.9,35.6,7.1,79.6,20.4,65131,72160,-3919.57515785025,320100
33.478268,-117.08258,3478,1051,48,6.2,3.52,3.03,0,11.1,75.3,9.8,3.4,0.4,0,0,0,0,0,3.7,55,40.1,1.2,72.6,27.4,98843,99883,-3919.72199137144,283700
33.473828,-117.055716,7034,2224,148,7.7,3,3.88,35.8,44,12.9,2.7,2.8,0.4,0.2,0,1,0,8.9,3.2,25.8,33.3,28.7,87.3,12.7,108125,111323,-3918.30290380085,360400
33.492046,-117.089081,6142,1784,19,6.6,3.31,3.81,0,66.1,31.2,0.7,2,0,0,0,0,0,0.8,1.1,44.8,44.6,8.7,77.5,22.5,91080,103905,-3921.55288694973,347400
33.510893,-117.134072,5215,1869,212,4.6,3.05,3.18,2,27.2,23.4,40.2,2.3,2.5,0,0,2.3,1.8,12,39.8,32.3,13.6,0.6,39.3,60.7,57898,65434,-3925.2673534463,309600
33.518652,-117.110028,6705,2378,192,6.8,2.9,4.05,0,44.6,38.9,12.5,2.9,0.6,0,0,0.5,0,1,10.9,35.7,39.8,12.7,88.2,11.8,72197,85427,-3925.37027424226,352300
33.602117,-117.277924,3930,1164,110,6.1,3.5,3.79,10.7,23.8,17.1,27.9,14.9,4.6,0,0,1,0,0,14,53.5,23,9.5,73.1,26.9,62128,77804,-3940.78652376511,289000
33.569057,-117.292712,4976,1838,296,7.9,2.88,4.24,14.2,20.3,35.5,20,5.4,3.4,1.1,0,0,0,0,16.1,25,41.2,17.8,92.5,7.5,107833,147387,-3937.40573481258,634000
33.649638,-117.246345,2545,752,75,6,3.42,3.41,18.5,25.8,19.5,16.6,7.2,3.1,0,0,9.3,0,9.3,11.6,39.6,34,5.5,69.3,30.7,77298,80902,-3945.29706607311,299200
33.605478,-117.22908,3620,1057,74,7.9,3.68,1.72,21.7,71.5,1.8,2.6,1.1,0,1.3,0,0,0,0,0,13.5,55.2,31.3,82.5,17.5,90893,116733,-3939.53926890024,295000
33.603691,-117.19241,5946,1683,161,8,3.14,4.55,31.6,44.3,21.7,2.4,0,0,0,0,0,0,3.6,0.4,24.7,39,32.4,86.8,13.2,101250,129222,-3938.09753318531,384900
33.629703,-117.226578,5093,1872,213,6,2.77,3.95,12.5,4.3,13.4,49.5,12.4,5.2,2.7,0,0,0,4.5,30.9,43,16.5,5.1,87,13,66250,70730,-3942.29500184633,266100
33.563127,-117.154367,8224,3350,269,5.8,2.49,2.17,5.6,28.7,17,28.2,19.5,0.9,0,0,0,0.4,4.4,42,25.9,17,10.4,70.9,29.1,56771,77572,-3932.06689822561,264900
33.711789,-116.932251,6816,2665,135,6.1,2.59,4.14,10.1,4.4,19.4,20.5,30.3,8.3,2,0.9,4.1,0.4,4.3,27.8,32.6,26.4,8.5,89.1,10.9,69211,89395,-3941.99537300704,241900
33.73359,-116.996539,4538,1949,211,5.4,2.61,3.03,1.7,10.8,24.4,37.5,16.1,6.1,0,3,0.4,0,0.5,39,45.3,14.7,0.6,73.7,26.3,44841,59176,-3946.71327804501,152000
33.72729,-116.976864,5872,2840,275,4.5,2.2,3.11,2,4.5,19.9,27.1,37.4,7.3,0.8,0.5,0.5,2.1,11.5,67,14.5,4.9,0,55.2,44.8,29274,37428,-3945.31261541856,88900
33.74419,-116.95165,2770,1089,136,4.2,3.19,2.86,0,0,3.9,24,33.8,23.4,13,0.4,1.6,4.9,21.4,46.4,20.4,6.6,0.4,35.7,64.3,30101,39859,-3946.4386984135,174100
33.751089,-116.95141,2890,1187,242,4.6,3.54,2.74,0.5,0.6,1.5,40.9,29.8,13.2,11.7,0.5,1.3,9.9,19.5,28.2,40.4,1.9,0,33.7,66.3,22446,38657,-3947.23744758549,153400
33.744936,-116.936385,3120,1168,144,5,2.4,3.5,2.9,0,7,15.2,42.6,23.7,7.2,0,1.4,1.3,8.5,46.4,37.1,6.8,0,45.1,54.9,29506,44391,-3946.01082789636,211200
33.746803,-116.924293,2265,745,78,5.9,2.62,4.94,0.5,1.2,4.6,44.6,31.7,10.7,3.8,0,3,0,4.2,6.8,67.5,14.6,6.8,68.1,31.9,61589,68223,-3945.82108178528,224600
33.734038,-116.939614,3631,1254,171,5.8,2.76,3.94,0,4.3,2.6,16.3,39.4,18,17.1,0.6,1.6,0,3.3,21.6,47.4,27,0.8,78.9,21.1,54476,64185,-3944.84538238133,198600
33.733613,-116.927944,2073,679,77,6.3,2.72,2.8,0,0,4.9,27.5,56.8,1.6,5.3,3.8,0,1.8,0,4.4,59.4,32.8,1.6,84.7,15.3,55985,68409,-3944.40201178167,204400
33.720887,-116.997798,3713,1905,305,6,1.84,2.98,13,10.7,16.2,22.6,33.7,2.2,0.8,0.8,0,0,0,42.5,36.6,13.3,7.7,80.4,19.6,38945,46479,-3945.26952560683,170500
33.74678,-116.970424,5791,2297,381,4.4,3.18,3,1.7,1.4,2.4,13.2,14.5,25.7,22.6,11.5,7.1,3.8,24.4,38.8,28.9,3.7,0.4,47,53,24508,38096,-3947.37516523472,114100
33.750315,-116.984959,4217,2176,386,4.2,1.83,2.83,7.6,2.8,3.7,11.5,44.5,16.8,11.3,1.8,0,0,22.9,66.4,10.2,0.5,0,58.3,41.7,19032,28069,-3948.27921651208,22900
33.74925,-116.999147,4112,2626,464,4,1.59,1.97,3.8,1.8,17.6,41.7,29.3,3.4,2.5,0,0,6.8,22.5,62.4,5.4,2.9,0,46,54,30424,39020,-3948.63346188975,48600
33.755751,-117.016009,7743,3180,560,5.5,2.54,3.43,21,24.4,15.2,22.1,14.9,2.3,0,0,0,0,15.7,30.8,23.8,22.2,7.6,77.8,22.2,50819,68779,-3949.96326281776,130100
33.758503,-116.993359,2911,1890,150,4.2,1.64,1.84,1.4,6.7,10.4,27.2,40.9,6.5,6.2,0.7,0,0,5.8,88.8,4.4,0,1,50.1,49.9,24021,31952,-3949.52066078158,126300
33.765111,-116.972407,6700,2830,302,4.2,2.62,2.58,5.2,7.3,12.6,33.9,30.1,5.3,4.1,0.9,0.6,2.7,26.1,40.9,23.1,6.1,1.2,35.7,64.3,27697,33895,-3949.58630629218,82300
33.763636,-116.940598,7014,2878,344,5,2.56,2.27,7.4,9.6,13.4,24.4,28.6,10.8,1.4,4.4,0,1.5,18.7,30.1,30.4,16.5,2.8,74.8,25.2,38936,54784,-3948.33978449433,180100
33.800367,-116.962655,5117,2030,359,5.1,2.74,4.16,4.2,17.8,18.7,29.7,17.6,1.6,6.3,3.5,0.5,0.8,7.4,37.2,41.4,8.5,4.6,70.4,29.6,49145,54613,-3953.38066429439,108700
33.771154,-116.942714,6580,2307,369,5.7,3.09,3.73,12.7,32.9,31.2,13.4,4.9,3.3,0.8,0.5,0.4,0,2,23.9,42,26.4,5.8,73.9,26.1,56134,60466,-3949.29040367196,159400
33.775574,-116.935434,2456,1026,125,5.5,2.74,5.31,15.8,27.1,3.5,20.6,29.3,3.7,0,0,0,0,5.6,29.3,48.8,15,1.3,84.8,15.2,45720,53583,-3949.56140428912,107500
33.783426,-116.953171,4505,1500,247,4.4,3.1,4.12,0.7,6.9,5.5,28.1,21.5,15.1,11.9,4.5,5.9,0,19.7,46.1,18.1,15,1.1,43.2,56.8,29387,42603,-3951.07879794385,129700
33.786799,-116.966294,3953,1327,77,4.3,3.04,2.38,0,2.6,3.7,13,27.4,16.4,20.3,8.5,8.1,1.7,31.4,25,32.7,7.8,1.4,41.8,58.2,31571,38182,-3951.91666515291,125000
33.745136,-116.879636,3512,1580,201,5.1,2.54,2.44,5,4.2,8.9,19.9,36.3,16.8,4.6,1.8,2.6,0,11.4,40.1,35.4,12.4,0.7,78.6,21.4,36094,60900,-3944.1192124505,126900
33.75217,-116.910331,4235,1796,37,5.4,2.36,2.82,6.2,8.8,14.5,22.4,24.1,21.9,0,0,2.2,0,7.5,39.6,37.9,11.2,3.8,79.9,20.1,47283,57515,-3945.97736666827,149500
33.753647,-116.899922,2585,1060,131,5.5,2.43,4.4,1.6,1.4,9.3,35,41.1,2.7,4.4,1.1,3.2,0.6,5.8,46.3,35.9,11.4,0,78.4,21.6,44842,53236,-3945.79870151553,126000
33.998394,-117.045334,5116,2427,183,5.5,2.32,2.95,1.3,5.4,8.1,13.7,27,25.5,11.9,3.7,3.5,0,7.5,36.8,35,16.8,3.9,83.1,16.9,48578,57199,-3979.3533811936,226100
33.957396,-116.97098,5743,2060,99,5.5,2.73,2.24,15.7,19.9,11.2,18.9,17.6,12.4,3.7,0,0.6,0.5,6.4,26.5,40.1,20.4,6.1,78.8,21.2,64180,71913,-3972.02988836808,222800
33.972373,-116.954807,3015,1487,114,5.4,2.03,2.22,2.2,3.7,18.4,23.4,32.3,10.6,4.3,2,3.1,0,1.3,52.7,34.4,11.5,0,90.5,9.5,51597,61799,-3973.23232754701,207700
33.95482,-116.999947,4933,2246,208,5.6,2.36,2.66,38.8,58.9,1,0,0.6,0.7,0,0,0,0,0,49,16.1,21.8,13.1,84.8,15.2,58565,73766,-3972.71214039454,271900
33.913011,-116.805673,4340,1598,312,4.8,2.69,2.78,16.5,5.4,10.3,11.3,21.8,7.5,20.9,6.3,0,1.4,17.8,33.1,29.9,15.6,2.2,67.5,32.5,37721,75739,-3961.2320733114,162200
33.916904,-116.958251,3895,1408,207,6.1,2.66,3.65,80.2,13,4.5,0,0,2.3,0,0,0,2.3,0,33.5,26.1,27.3,10.9,89.2,10.8,85766,87105,-3966.8617711749,240100
33.936304,-116.960209,2707,953,33,5.5,2.64,2.64,30.8,9.9,33.9,3,7.6,3.9,4.6,1.4,4.9,3,17.7,18.7,26.9,33.7,0,64,36,53690,60950,-3969.19720852754,195500
33.941475,-117.007457,2689,876,117,6.1,2.77,3.12,2.5,68.4,3.9,6.4,1.5,1.9,4.2,9.2,1.9,3,0,20.7,33.6,24.5,18.3,85.1,14.9,73725,69851,-3971.40567657907,280800
33.960818,-117.0455,7023,2235,227,6.9,3.02,4.11,66.3,17.3,7,2.7,0.6,4.8,0.8,0.5,0,0,1.1,3,35.7,41.6,18.6,92.9,7.1,91857,103326,-3974.960923219,279500
33.938754,-116.973729,6405,2226,292,4.7,3.38,2.67,0.4,10,4.5,6.6,14.7,21.2,26.4,5.1,11.1,5.1,10.8,36.3,34,11.6,2.2,56.6,43.4,41296,52194,-3969.94261299367,194500
33.929528,-116.975081,2109,792,84,3.8,2.87,2.84,3.2,0,3.5,20.6,16.9,21.8,17.4,9.7,6.8,4.3,37.4,32.4,23.1,1.3,1.5,24.6,75.4,26205,34194,-3968.90928609177,169400
33.927206,-116.89213,2973,1226,161,4.5,2.43,2.32,0,2.6,6.2,15.4,15.6,7.1,29,14.8,9.4,18.8,17.7,30.9,18.8,10.9,2.9,37.7,62.3,27028,39043,-3965.82337428878,150500
33.930789,-116.892392,2841,1145,138,4.4,2.3,2.26,7,1,4.1,7.7,23.8,12.4,29.5,10.7,3.7,1.1,19.3,43.2,33.1,3.2,0,57.6,42.4,33681,43324,-3966.25108865729,124100
33.933283,-116.924928,5669,2858,281,5.1,2.24,2.33,3.7,15.7,22.6,27.1,20.3,9.1,1.5,0,0,3.2,3.2,41.4,31.3,19.1,1.7,71.4,28.6,38957,52290,-3967.64667157862,137300
33.933934,-116.868861,5701,2158,473,4.5,3.17,2.84,3.8,7.8,3.1,12.7,6.3,20.1,30.3,8.9,7,8.2,7,35.4,42.8,4.6,2.1,49.5,50.5,29776,40812,-3965.82021582917,152900
33.917475,-116.882689,4774,1541,145,4.8,3.32,2.84,3.9,10.6,18.4,16.3,7.7,15.3,8.6,7.5,11.8,2.5,12.1,39.7,39.1,5.3,1.3,60.2,39.8,34896,42060,-3964.36568209028,183600
33.561178,-116.73503,6218,2809,488,5.6,2.39,2.85,6.9,11.1,14.4,38.3,21.4,4.3,1.5,0,2,0,12.6,37.6,35.5,14.3,0,79.8,20.2,62611,72270,-3917.76512066534,293000
33.50505,-116.640509,4402,1930,415,5.4,3.03,3.11,7.5,5.2,18,28.5,23.6,11.5,3.1,0,2.6,1.2,12,33.6,40.6,12.6,0,77.2,22.8,40403,52514,-3908.04608607045,231400
33.752532,-116.715356,2366,2501,1946,5.2,2.17,3.11,0.8,0.8,7,20.7,9.6,30.6,16.3,4,10.4,1.6,6.5,42.3,37,11.3,1.2,73.2,26.8,57429,85870,-3939.43878828139,367200
33.8191,-116.386815,6479,3089,777,5,2.48,3.64,6.5,5.4,16.1,34.3,24.6,5.6,2.9,4.5,0,0,4.4,44.8,41,9.8,0,75.9,24.1,42167,49061,-3936.0973351665,128300
33.964952,-116.503837,3939,1782,434,4.1,3.8,2.51,7.3,7.7,3.7,20.4,19.8,15.1,16.7,9.4,0,10.2,30.1,23.4,27.4,8.1,0.7,33.5,66.5,27813,33661,-3957.04723152082,169800
33.942149,-116.480358,6606,2525,455,5.2,2.92,3.36,24.6,15.8,14.5,15.5,16.2,6.4,1.8,2.1,3.2,0.7,7.4,23,46.5,20.8,1.7,58,42,32064,41370,-3953.59366680934,111800
33.982782,-116.536699,2377,1522,557,5.3,2.01,1.71,15.8,16.4,10.7,23.7,27.5,1.1,3.6,1.1,0,0,11.3,20.6,52,16,0,80.3,19.7,45875,59479,-3960.24123711662,244500
33.974593,-116.501741,5232,2364,439,5.3,2.3,3.43,15.1,17.3,19.7,16.5,21.7,4.6,2.2,2.8,0,2.4,0,21,65.8,10.8,0,64.6,35.4,45216,53035,-3958.09923426641,167100
33.827394,-116.351161,1704,923,290,4.9,2.6,3.11,4.3,11.1,17.3,39,6.4,0,16.6,5.3,0,0,9.4,53.3,25.8,11.5,0,85.8,14.2,47631,61564,-3935.85656550443,242900
33.936816,-116.675215,1196,515,241,4.9,3.38,1.61,11.3,23.5,19,27,0.8,5,13.4,0,0,0,6.4,24.7,53,15.9,0,72.3,27.7,40338,46445,-3959.58530321544,150600
33.924164,-116.486582,4876,2831,867,4.2,2.22,2.89,5.9,16.1,18.2,15.9,14.8,15.7,9.4,0,3.9,1.1,16.8,58.1,18.2,2.8,2.9,83.7,16.3,40412,50786,-3951.70991156745,103000
33.854076,-116.521052,4320,2177,464,5.1,2.55,2.21,10.2,12.9,9.8,14.4,25,18.7,8.4,0.6,0,0,6,25.8,54.5,11.6,2.2,80,20,55542,72987,-3944.71255000795,302800
33.862257,-116.545907,4803,3122,1080,4.1,2.25,2.25,17.3,15.3,12.2,27.5,10.2,11.7,3.3,2.4,0,1.8,33.5,28.8,21.4,14.5,0,43.2,56.8,44327,74814,-3946.5074551321,286300
33.853008,-116.569014,2852,2399,1278,4.8,2.04,1.35,5.8,12.7,5.6,15.8,11.9,14.4,11.8,12.3,9.8,5.5,19.2,24.9,39.8,6.7,4,54.2,45.8,58861,95698,-3946.21176349411,422100
33.823478,-116.519375,3555,2283,613,4.1,1.84,2.08,0,0.3,1.7,19.4,28.9,17.7,25.4,3.3,3.4,2.1,33.7,33.9,23.3,3.4,3.5,33.6,66.4,34318,53822,-3941.09051688625,412600
33.812009,-116.503997,2850,1175,186,4.8,2.84,3.2,0.9,5,4.1,5.2,23.7,23.8,25.1,12.3,0,6.4,12.6,21.8,45,13.1,1.1,58.5,41.5,42639,50366,-3939.23419509997,253900
33.804454,-116.536776,1701,1609,587,4.5,1.9,1.57,7.6,2.2,1.4,10.6,27,12.6,24.2,10.8,3.6,7.1,18.2,40.1,28.3,6.2,0,50,50,50714,96094,-3939.4620836003,462100
33.790247,-116.515795,1281,1207,395,4.3,2,1.4,16.1,8.1,4.7,17.6,28.6,11,6.9,4.4,2.6,8,14.2,45.7,21.4,9.7,1.1,33.4,66.6,52308,92127,-3937.09749245136,578100
33.848945,-116.481024,4543,1891,214,5.4,2.83,2.47,8,38.5,17.1,31,2.3,2.4,0.7,0,0,0.7,10.7,11.8,62.5,13.9,0.4,71.2,28.8,55096,65928,-3942.75977491968,255300
33.808519,-116.470316,4989,1545,239,4.7,3.93,3.85,2.5,21.7,22.6,38.6,5.2,1.7,4.9,2.8,0,2.4,8.8,34.1,39.7,10.8,4.1,40.5,59.5,37982,47782,-3937.688891422,199800
33.735539,-116.314828,4617,3258,773,4.6,2.27,2.27,3.8,7.5,9.2,23.6,20.9,28.9,5.3,0.4,0.4,4,21.4,31.4,40.4,2.3,0.6,56.2,43.8,50348,61560,-3923.94341627229,289300
33.794823,-116.450998,4650,2112,610,5.2,2.24,3.85,9.4,27.4,15.8,23.2,16.3,2.6,4,0,1.4,0.4,6.3,28.5,46.3,18.4,0,61.6,38.4,62262,79709,-3935.44086558335,332400
33.774587,-116.426509,3911,3322,1055,5.8,1.81,1.81,2.8,10.3,15.7,28.8,31.5,5.6,2.7,2.1,0.5,0,0,20.8,62.2,13.5,3.5,91.5,8.5,86888,177161,-3932.25725732678,622700
33.755807,-116.403675,3030,2806,1294,5.2,2.14,1.06,5.2,16.5,14.4,24.2,35.6,1,2.4,0,0.7,5.9,4.8,34,38.6,12.7,4,79,21,70152,127102,-3929.29998739072,570800
33.764461,-116.373206,4243,4634,2058,5.1,1.62,1.45,5.7,6.8,21.6,27.9,36.4,1,0,0.2,0.3,0,2.4,67.7,25.1,4.4,0.4,88,12,42674,62672,-3929.27857543197,279600
33.792815,-116.405747,2355,1291,507,6.6,2.18,5.16,7,40.8,32.3,15.8,1.4,2.6,0.2,0,0,0,0.2,12.6,50.4,22.3,14.5,86,14,78172,121215,-3933.6778733078,752800
33.773037,-116.35,3494,3316,1623,4.9,2.27,2.49,22.4,18.6,8.7,47,1.9,0,0.7,0,0.6,0,4.8,51.9,26,16.8,0.6,69.8,30.2,73652,99740,-3929.49285495,458200
33.834216,-116.467789,3984,1339,48,5.4,2.92,3.4,0,15.4,30.5,48.1,4,0,0.7,0,1.3,0,1.3,7.2,65.5,24.5,1.4,73.9,26.1,41979,57758,-3940.59633006842,240400
33.826735,-116.468218,3477,1055,0,5.8,2.88,2.78,6,16.5,31.9,37.5,3,5,0,0,0,0,0,3.4,61.4,35.2,0,75.1,24.9,56696,63850,-3939.73954620823,246600
33.819782,-116.468917,4665,1563,415,5.1,3.57,4.26,3.8,24.2,17.6,36.8,7.3,3.3,7.1,0,0,1.6,4,19.1,60.7,14.7,0,71.7,28.3,46200,54332,-3938.95338271609,185600
33.751787,-116.315209,3801,3938,2070,4.4,1.73,1.95,0,5.1,37.2,49.2,8,0.5,0,0,0,0.4,2.5,59.8,24.1,12.7,0.4,74.6,25.4,82914,112439,-3925.84615902848,479900
33.745901,-116.340155,3443,3313,1451,5.3,1.99,1.65,2.4,10.1,26.9,50,9.1,0.9,0,0.5,0,1.7,4.3,43,39.7,9.6,1.7,77.6,22.4,68636,121433,-3926.00335295466,469200
33.819764,-116.452575,2327,699,23,5.3,3.48,3.87,11.7,22.9,8.6,48.2,1.1,4,1.9,0,1.6,0,0,8.6,65.1,24.5,1.9,71,29,65714,72650,-3938.3986036923,303900
33.826877,-116.449049,3067,1190,238,5.8,2.88,2.58,8.6,33.3,48.8,8.7,0,0.6,0,0,0,0,8.7,7.6,47.7,30.1,5.9,66.6,33.4,62581,74710,-3939.10765728997,289800
33.773297,-116.469288,3424,1870,413,4.7,2.67,2.36,7.8,4.5,1.5,9.5,20.8,30.9,19.8,1.6,3.6,7.9,10.8,34.3,39.7,6.8,0.5,58.5,41.5,43528,58874,-3933.55185500254,316700
33.750301,-116.42593,3623,3079,1033,4.9,2.06,1.85,4,8.5,7.3,8.4,40.2,17.4,7.8,3.8,2.4,1.2,12.5,37.3,35.9,10.5,2.6,70,30,46920,94380,-3929.41018170493,451100
33.725751,-116.377489,5726,2912,656,4.3,2.38,2.37,4.7,7.8,30.7,18,27.9,4.5,4.5,0.7,1.2,9.7,18.6,34.9,27.8,7.7,1.4,44.7,55.3,45221,64375,-3924.91821601924,328800
33.655311,-116.311963,3831,1741,412,5.2,2.6,3.55,1.3,17.7,17.7,30.6,25.7,2.2,1.8,2.4,0.5,0,1,10.3,83.7,4.4,0.6,68.5,31.5,62823,83036,-3914.51528778549,287300
33.665419,-116.310744,5401,2080,275,5.3,2.66,3.19,0.3,19,26.6,20.1,26.2,2.7,2,1.4,1.7,0,0,9.4,82.5,7.6,0.5,72.8,27.2,61966,67738,-3915.64993096174,250000
33.704445,-116.38847,2026,1734,594,5.7,2.13,1.61,0,0,8,23.7,45.2,15.6,7.5,0,0,0,0,25.4,61.7,10.2,2.7,93.9,6.1,101955,118970,-3922.80878574915,540300
33.712568,-116.396648,1492,1284,608,4.5,1.49,1.67,0,2.3,6.6,5.9,28.4,43.7,10.7,1.2,1.2,0,4.4,66.2,27.1,2.3,0,66.1,33.9,57188,72266,-3924.02991067206,414900
33.716542,-116.373591,3969,2953,959,4.7,2.42,1.95,0.8,0.8,4.8,18.1,28.6,23.6,22.9,0.5,0,0,11.3,54.8,23.4,7.3,3.2,54.3,45.7,62000,91098,-3923.71506864232,370100
33.7333,-116.391208,2762,1957,764,4.8,2.33,1.65,2.2,10.9,13.8,36.3,28.6,5.8,0,0,2.4,0.9,12.6,44.5,37.1,4.9,0,54.6,45.4,31886,55581,-3926.2595368264,328900
